,0
1712,"['NA1_4546703264', 'NA1_4546666452', 'NA1_4546592660', 'NA1_4546529763', 'NA1_4546492537', 'NA1_4545961733', 'NA1_4545849998', 'NA1_4545668216', 'NA1_4545598019', 'NA1_4545570446', 'NA1_4544825425', 'NA1_4544771730', 'NA1_4544756037', 'NA1_4544674086', 'NA1_4544662450', 'NA1_4544575776', 'NA1_4544569793', 'NA1_4544535568', 'NA1_4544530462', 'NA1_4544511467']"
1713,"['NA1_4546566232', 'NA1_4546044494', 'NA1_4545999682', 'NA1_4545950152', 'NA1_4545898871', 'NA1_4545854408', 'NA1_4545118325', 'NA1_4545111942', 'NA1_4545075068', 'NA1_4544840339', 'NA1_4544814239', 'NA1_4540351865', 'NA1_4540309461', 'NA1_4539665334', 'NA1_4539629514', 'NA1_4539592387', 'NA1_4539571887', 'NA1_4539539731', 'NA1_4537906609', 'NA1_4537872480']"
1714,"['NA1_4546325062', 'NA1_4546295649', 'NA1_4546269788', 'NA1_4545677444', 'NA1_4545574225', 'NA1_4545367882', 'NA1_4545357640', 'NA1_4545355817', 'NA1_4545279522', 'NA1_4545221992', 'NA1_4545200469', 'NA1_4545057967', 'NA1_4544889289', 'NA1_4544854967', 'NA1_4544716024', 'NA1_4544692529', 'NA1_4544673822', 'NA1_4544657474', 'NA1_4544092908', 'NA1_4544044928']"
1715,"['NA1_4546612246', 'NA1_4546579021', 'NA1_4546520546', 'NA1_4546506041', 'NA1_4546309328', 'NA1_4546286197', 'NA1_4546261884', 'NA1_4546226023', 'NA1_4546177114', 'NA1_4545801906', 'NA1_4544898300', 'NA1_4544865233', 'NA1_4544828277', 'NA1_4544793269', 'NA1_4544766278', 'NA1_4544747862', 'NA1_4544721081', 'NA1_4544685455', 'NA1_4544583660', 'NA1_4544564912']"
1716,"['NA1_4546524415', 'NA1_4546498409', 'NA1_4546497831', 'NA1_4546469729', 'NA1_4546147018', 'NA1_4546113065', 'NA1_4545613524', 'NA1_4545591217', 'NA1_4545530433', 'NA1_4545517181', 'NA1_4545495418', 'NA1_4545183634', 'NA1_4545155762', 'NA1_4544662265', 'NA1_4544642581', 'NA1_4544629181', 'NA1_4544601950', 'NA1_4544585669', 'NA1_4544584420', 'NA1_4544558492']"
1717,"['NA1_4546707535', 'NA1_4546677517', 'NA1_4546657292', 'NA1_4546196150', 'NA1_4546142937', 'NA1_4546109879', 'NA1_4546057478', 'NA1_4546013227', 'NA1_4545957004', 'NA1_4545930040', 'NA1_4545879081', 'NA1_4545834494', 'NA1_4545794178', 'NA1_4545758859', 'NA1_4545729879', 'NA1_4545691531', 'NA1_4545669895', 'NA1_4545346690', 'NA1_4545339448', 'NA1_4545317542']"
1718,"['NA1_4546483515', 'NA1_4546025392', 'NA1_4545973541', 'NA1_4545802474', 'NA1_4545726718', 'NA1_4545570588', 'NA1_4545554518', 'NA1_4545540169', 'NA1_4545529859', 'NA1_4545122258', 'NA1_4545022621', 'NA1_4544955577', 'NA1_4544907573', 'NA1_4544739295', 'NA1_4544726747', 'NA1_4544699915', 'NA1_4544681587', 'NA1_4544301843', 'NA1_4544269450', 'NA1_4544253797']"
1719,"['NA1_4546356553', 'NA1_4546344674', 'NA1_4546327476', 'NA1_4546312897', 'NA1_4546292337', 'NA1_4546271528', 'NA1_4546255193', 'NA1_4546230048', 'NA1_4546207740', 'NA1_4546143591', 'NA1_4546091749', 'NA1_4546027698', 'NA1_4545980254', 'NA1_4545911344', 'NA1_4545831693', 'NA1_4545795333', 'NA1_4545762876', 'NA1_4545747337', 'NA1_4545362483', 'NA1_4545347385']"
1720,"['NA1_4546585396', 'NA1_4546504482', 'NA1_4546481436', 'NA1_4546334982', 'NA1_4546280931', 'NA1_4546197707', 'NA1_4546152721', 'NA1_4546116149', 'NA1_4546021599', 'NA1_4545954614', 'NA1_4545405047', 'NA1_4545396220', 'NA1_4545365288', 'NA1_4545350603', 'NA1_4545334700', 'NA1_4545281095', 'NA1_4545234379', 'NA1_4545176065', 'NA1_4544463309', 'NA1_4544442628']"
1721,"['NA1_4546685527', 'NA1_4546667430', 'NA1_4546565159', 'NA1_4546545726', 'NA1_4546499784', 'NA1_4546467731', 'NA1_4546473933', 'NA1_4546459820', 'NA1_4546083261', 'NA1_4546068870', 'NA1_4546042624', 'NA1_4546010582', 'NA1_4545982264', 'NA1_4545943892', 'NA1_4545887508', 'NA1_4545792354', 'NA1_4545635560', 'NA1_4545619736', 'NA1_4545591647', 'NA1_4545538698']"
1722,"['NA1_4546053111', 'NA1_4546009611', 'NA1_4545951714', 'NA1_4545916318', 'NA1_4545855407', 'NA1_4544758550', 'NA1_4544745975', 'NA1_4544712614', 'NA1_4544554848', 'NA1_4544519290', 'NA1_4544513633', 'NA1_4544131961', 'NA1_4544093352', 'NA1_4544065760', 'NA1_4544022541', 'NA1_4541350359', 'NA1_4511577131', 'NA1_4511553989', 'NA1_4511549050', 'NA1_4511530817']"
1723,"['NA1_4546521223', 'NA1_4546509124', 'NA1_4546483672', 'NA1_4545886113', 'NA1_4545851005', 'NA1_4545820449', 'NA1_4545813171', 'NA1_4545798097', 'NA1_4545778762', 'NA1_4545758938', 'NA1_4545521303', 'NA1_4545509939', 'NA1_4545491305', 'NA1_4544973624', 'NA1_4544916630', 'NA1_4544886042', 'NA1_4544844515', 'NA1_4544843018', 'NA1_4544812380', 'NA1_4544609478']"
1724,"['NA1_4546191529', 'NA1_4546150136', 'NA1_4546087238', 'NA1_4545991047', 'NA1_4545936045', 'NA1_4545888296', 'NA1_4545838488', 'NA1_4544967038', 'NA1_4544930166', 'NA1_4544892500', 'NA1_4544832160', 'NA1_4544808261', 'NA1_4544771271', 'NA1_4544739465', 'NA1_4544366835', 'NA1_4544334858', 'NA1_4544317971', 'NA1_4544263764', 'NA1_4544192274', 'NA1_4544159920']"
1725,"['NA1_4546097764', 'NA1_4546031933', 'NA1_4545975611', 'NA1_4545944939', 'NA1_4545879373', 'NA1_4545826132', 'NA1_4545791118', 'NA1_4545746086', 'NA1_4545705529', 'NA1_4545686780', 'NA1_4542306087', 'NA1_4542257546', 'NA1_4542202478', 'NA1_4541387498', 'NA1_4541349599', 'NA1_4541313613', 'NA1_4540521871', 'NA1_4540473647', 'NA1_4540019725', 'NA1_4540007048']"
1726,"['NA1_4546667752', 'NA1_4546642038', 'NA1_4546623955', 'NA1_4546597538', 'NA1_4546052229', 'NA1_4546019570', 'NA1_4546006818', 'NA1_4545969731', 'NA1_4545943456', 'NA1_4545909649', 'NA1_4545838905', 'NA1_4545802868', 'NA1_4545760258', 'NA1_4545726221', 'NA1_4545074581', 'NA1_4545030694', 'NA1_4544996549', 'NA1_4544957254', 'NA1_4544885202', 'NA1_4544861324']"
1727,"['NA1_4546018262', 'NA1_4545981968', 'NA1_4545939271', 'NA1_4545044684', 'NA1_4545007815', 'NA1_4544966849', 'NA1_4544937196', 'NA1_4544899185', 'NA1_4544777794', 'NA1_4544752880', 'NA1_4544185425', 'NA1_4544164320', 'NA1_4544143241', 'NA1_4544098105', 'NA1_4542423400', 'NA1_4542373396', 'NA1_4541578358', 'NA1_4541133817', 'NA1_4541107076', 'NA1_4536885463']"
1728,"['NA1_4546190060', 'NA1_4546142390', 'NA1_4546100122', 'NA1_4546058461', 'NA1_4545254227', 'NA1_4545219229', 'NA1_4545186470', 'NA1_4544908157', 'NA1_4544665589', 'NA1_4544662345', 'NA1_4544646832', 'NA1_4544618545', 'NA1_4544392769', 'NA1_4544355981', 'NA1_4544314777', 'NA1_4544164211', 'NA1_4543524109', 'NA1_4543490143', 'NA1_4543464366', 'NA1_4543324379']"
1729,"['NA1_4546501242', 'NA1_4545957475', 'NA1_4545900808', 'NA1_4545837818', 'NA1_4545791106', 'NA1_4545747370', 'NA1_4545692052', 'NA1_4545654621', 'NA1_4545631906', 'NA1_4545233956', 'NA1_4545197799', 'NA1_4545145675', 'NA1_4545094674', 'NA1_4545001011', 'NA1_4544959848', 'NA1_4544876974', 'NA1_4544847825', 'NA1_4544738017', 'NA1_4544029562', 'NA1_4543389005']"
1730,"['NA1_4546227868', 'NA1_4546192550', 'NA1_4546155113', 'NA1_4546116431', 'NA1_4546077032', 'NA1_4546021422', 'NA1_4545334817', 'NA1_4545310272', 'NA1_4545284462', 'NA1_4545243898', 'NA1_4545201870', 'NA1_4545158092', 'NA1_4545111785', 'NA1_4545058211', 'NA1_4545018890', 'NA1_4544989791', 'NA1_4544317140', 'NA1_4544259415', 'NA1_4544223436', 'NA1_4544177548']"
1731,"['NA1_4546594329', 'NA1_4546572142', 'NA1_4546537875', 'NA1_4546532177', 'NA1_4546282525', 'NA1_4546267168', 'NA1_4546131044', 'NA1_4546079407', 'NA1_4546045177', 'NA1_4545938665', 'NA1_4544903637', 'NA1_4544880847', 'NA1_4544825527', 'NA1_4541596178', 'NA1_4541554103', 'NA1_4541229843', 'NA1_4541194042', 'NA1_4541164680', 'NA1_4541143901', 'NA1_4540331882']"
1732,"['NA1_4546734627', 'NA1_4546724622', 'NA1_4546713071', 'NA1_4546547417', 'NA1_4546539399', 'NA1_4546526704', 'NA1_4546531857', 'NA1_4546507273', 'NA1_4546502937', 'NA1_4546492820', 'NA1_4546482937', 'NA1_4546476330', 'NA1_4546465339', 'NA1_4546452656', 'NA1_4546446004', 'NA1_4545921622', 'NA1_4545912794', 'NA1_4545885789', 'NA1_4545837586', 'NA1_4545818535']"
1733,"['NA1_4546624357', 'NA1_4546323878', 'NA1_4546294106', 'NA1_4546263800', 'NA1_4545850335', 'NA1_4545816116', 'NA1_4545781312', 'NA1_4545738547', 'NA1_4545725748', 'NA1_4545697855', 'NA1_4545670184', 'NA1_4545656596', 'NA1_4545357333', 'NA1_4542664285', 'NA1_4542632504', 'NA1_4539885389', 'NA1_4539877990', 'NA1_4539856521', 'NA1_4539841556', 'NA1_4539826449']"
1734,"['NA1_4546708833', 'NA1_4546612164', 'NA1_4546581948', 'NA1_4545541594', 'NA1_4545536831', 'NA1_4545513917', 'NA1_4545486541', 'NA1_4544712411', 'NA1_4544697848', 'NA1_4544661772', 'NA1_4544630522', 'NA1_4544293642', 'NA1_4544243013', 'NA1_4543342112', 'NA1_4543312275', 'NA1_4543276409', 'NA1_4542453468', 'NA1_4542173265', 'NA1_4542139102', 'NA1_4542103416']"
1735,"['NA1_4546705451', 'NA1_4546690924', 'NA1_4546661998', 'NA1_4546633148', 'NA1_4546615225', 'NA1_4546576670', 'NA1_4546560031', 'NA1_4545881419', 'NA1_4545837850', 'NA1_4545770580', 'NA1_4545724307', 'NA1_4544992402', 'NA1_4544958301', 'NA1_4544918164', 'NA1_4544871345', 'NA1_4544831098', 'NA1_4544803696', 'NA1_4544608091', 'NA1_4544579731', 'NA1_4544583996']"
1736,"['NA1_4545312416', 'NA1_4545293342', 'NA1_4545271554', 'NA1_4545248635', 'NA1_4545224995', 'NA1_4545172650', 'NA1_4545145586', 'NA1_4545112103', 'NA1_4545064054', 'NA1_4545022453', 'NA1_4544985866', 'NA1_4544709532', 'NA1_4544685931', 'NA1_4544171878', 'NA1_4544113699', 'NA1_4544038643', 'NA1_4543990658', 'NA1_4543973795', 'NA1_4543936300', 'NA1_4542902024']"
1737,"['NA1_4546370475', 'NA1_4546353519', 'NA1_4546339689', 'NA1_4546319335', 'NA1_4546293614', 'NA1_4546271072', 'NA1_4546226544', 'NA1_4545318228', 'NA1_4545293224', 'NA1_4544970652', 'NA1_4544950738', 'NA1_4544912895', 'NA1_4544768127', 'NA1_4544737454', 'NA1_4544702695', 'NA1_4544676611', 'NA1_4544411401', 'NA1_4544379589', 'NA1_4543562670', 'NA1_4543528019']"
1738,"['NA1_4546199978', 'NA1_4546158788', 'NA1_4546100735', 'NA1_4546040101', 'NA1_4545997077', 'NA1_4545934027', 'NA1_4545775683', 'NA1_4545746911', 'NA1_4545211841', 'NA1_4545154317', 'NA1_4545105780', 'NA1_4545053090', 'NA1_4545012740', 'NA1_4544968991', 'NA1_4544277724', 'NA1_4544220191', 'NA1_4544149418', 'NA1_4544112268', 'NA1_4543285836', 'NA1_4542557906']"
1739,"['NA1_4546004270', 'NA1_4545967064', 'NA1_4545922182', 'NA1_4545873497', 'NA1_4545825897', 'NA1_4545753689', 'NA1_4545731201', 'NA1_4545205426', 'NA1_4545170391', 'NA1_4545133730', 'NA1_4545080224', 'NA1_4545010122', 'NA1_4544968926', 'NA1_4544930878', 'NA1_4544890029', 'NA1_4544863272', 'NA1_4544270380', 'NA1_4544222548', 'NA1_4544190606', 'NA1_4544172084']"
1740,"['NA1_4546416951', 'NA1_4546401432', 'NA1_4546390479', 'NA1_4546386870', 'NA1_4546374055', 'NA1_4546274685', 'NA1_4546240310', 'NA1_4546200566', 'NA1_4546116116', 'NA1_4545949746', 'NA1_4545898045', 'NA1_4545838530', 'NA1_4545698246', 'NA1_4545668417', 'NA1_4545642333', 'NA1_4545354702', 'NA1_4545352812', 'NA1_4545328469', 'NA1_4545311208', 'NA1_4543624749']"
1741,"['NA1_4545612519', 'NA1_4545597436', 'NA1_4545568828', 'NA1_4545493978', 'NA1_4545483243', 'NA1_4545465770', 'NA1_4545440709', 'NA1_4545434730', 'NA1_4545433865', 'NA1_4545417733', 'NA1_4545387546', 'NA1_4545369321', 'NA1_4545348314', 'NA1_4545330712', 'NA1_4544606944', 'NA1_4544581422', 'NA1_4544565289', 'NA1_4544563917', 'NA1_4544303035', 'NA1_4544279578']"
1742,"['NA1_4546545259', 'NA1_4546529811', 'NA1_4545732727', 'NA1_4545709775', 'NA1_4545675565', 'NA1_4545621658', 'NA1_4545607727', 'NA1_4545594324', 'NA1_4545568255', 'NA1_4545558104', 'NA1_4544896553', 'NA1_4544858674', 'NA1_4544825947', 'NA1_4544787399', 'NA1_4544773802', 'NA1_4544728444', 'NA1_4544718326', 'NA1_4544702399', 'NA1_4544698880', 'NA1_4543037329']"
1743,"['NA1_4546557031', 'NA1_4546366271', 'NA1_4546352854', 'NA1_4546331498', 'NA1_4546312164', 'NA1_4546295940', 'NA1_4546276777', 'NA1_4546230021', 'NA1_4546186371', 'NA1_4546124233', 'NA1_4545938994', 'NA1_4545903952', 'NA1_4545887308', 'NA1_4545847845', 'NA1_4545779150', 'NA1_4545749840', 'NA1_4545719865', 'NA1_4545337402', 'NA1_4545310171', 'NA1_4545285972']"
1744,"['NA1_4546718240', 'NA1_4546689140', 'NA1_4546093179', 'NA1_4546083139', 'NA1_4546025162', 'NA1_4545988044', 'NA1_4545924155', 'NA1_4545741321', 'NA1_4545704582', 'NA1_4545145372', 'NA1_4545104428', 'NA1_4545040287', 'NA1_4544989705', 'NA1_4544922566', 'NA1_4544862286', 'NA1_4544818565', 'NA1_4544793929', 'NA1_4544764745', 'NA1_4544738423', 'NA1_4544308304']"
1745,"['NA1_4546657786', 'NA1_4546092768', 'NA1_4546039801', 'NA1_4545980799', 'NA1_4545706864', 'NA1_4545676222', 'NA1_4545616125', 'NA1_4545586706', 'NA1_4545330015', 'NA1_4545289555', 'NA1_4545270461', 'NA1_4545179520', 'NA1_4545141355', 'NA1_4545083312', 'NA1_4545038378', 'NA1_4545003475', 'NA1_4544966393', 'NA1_4534098669', 'NA1_4523097440', 'NA1_4496551367']"
1746,"['NA1_4546698120', 'NA1_4546671126', 'NA1_4545701172', 'NA1_4545667455', 'NA1_4545636696', 'NA1_4545630871', 'NA1_4545604497', 'NA1_4545578881', 'NA1_4545549583', 'NA1_4545528694', 'NA1_4545145987', 'NA1_4545099340', 'NA1_4545052081', 'NA1_4545017379', 'NA1_4544978216', 'NA1_4544927280', 'NA1_4544670931', 'NA1_4544618888', 'NA1_4544592475', 'NA1_4543921639']"
1747,"['NA1_4545992896', 'NA1_4545918437', 'NA1_4545868637', 'NA1_4545164709', 'NA1_4545135839', 'NA1_4545066657', 'NA1_4545024396', 'NA1_4544956519', 'NA1_4544931301', 'NA1_4544856237', 'NA1_4544127427', 'NA1_4544086602', 'NA1_4544059999', 'NA1_4544029995', 'NA1_4543730622', 'NA1_4543373808', 'NA1_4543316535', 'NA1_4543280270', 'NA1_4543212631', 'NA1_4542389411']"
1748,"['NA1_4546424533', 'NA1_4546423775', 'NA1_4546416827', 'NA1_4546395361', 'NA1_4546404817', 'NA1_4545427260', 'NA1_4545406584', 'NA1_4544837160', 'NA1_4544800792', 'NA1_4544712451', 'NA1_4544690779', 'NA1_4544162988', 'NA1_4544126548', 'NA1_4544084510', 'NA1_4544005894', 'NA1_4543973258', 'NA1_4543134830', 'NA1_4543101036', 'NA1_4543018354', 'NA1_4542907107']"
1749,"['NA1_4545981004', 'NA1_4545921690', 'NA1_4545861669', 'NA1_4545829515', 'NA1_4545787602', 'NA1_4545068495', 'NA1_4545020183', 'NA1_4544966675', 'NA1_4544942856', 'NA1_4544924085', 'NA1_4544887653', 'NA1_4544224613', 'NA1_4544219741', 'NA1_4544188439', 'NA1_4544112423', 'NA1_4544044573', 'NA1_4544026947', 'NA1_4543288725', 'NA1_4543253908', 'NA1_4543209668']"
1750,"['NA1_4546329048', 'NA1_4546313784', 'NA1_4546265701', 'NA1_4546230310', 'NA1_4545372849', 'NA1_4545364824', 'NA1_4545348847', 'NA1_4545317540', 'NA1_4545298786', 'NA1_4545267900', 'NA1_4545228356', 'NA1_4544740794', 'NA1_4544444321', 'NA1_4544436779', 'NA1_4544407944', 'NA1_4543601462', 'NA1_4543555471', 'NA1_4543539280', 'NA1_4543512902', 'NA1_4543067749']"
1751,"['NA1_4546337312', 'NA1_4546320650', 'NA1_4546297766', 'NA1_4546281736', 'NA1_4546251833', 'NA1_4546229905', 'NA1_4546185252', 'NA1_4545331193', 'NA1_4545318777', 'NA1_4545307955', 'NA1_4545276256', 'NA1_4545253008', 'NA1_4545197538', 'NA1_4541838782', 'NA1_4541821430', 'NA1_4541810702', 'NA1_4541807581', 'NA1_4541604026', 'NA1_4541565617', 'NA1_4541506411']"
1752,"['NA1_4546591432', 'NA1_4546314058', 'NA1_4545318228', 'NA1_4545293224', 'NA1_4545049868', 'NA1_4545005500', 'NA1_4544845031', 'NA1_4544759361', 'NA1_4544740482', 'NA1_4544709556', 'NA1_4540657887', 'NA1_4540623674', 'NA1_4534622242', 'NA1_4534590456', 'NA1_4534571348', 'NA1_4534343200', 'NA1_4534326446', 'NA1_4533279408', 'NA1_4533246957', 'NA1_4533178439']"
1753,"['NA1_4545381208', 'NA1_4545363517', 'NA1_4545349683', 'NA1_4545338290', 'NA1_4545319490', 'NA1_4545304760', 'NA1_4545263539', 'NA1_4545250746', 'NA1_4545216244', 'NA1_4545175328', 'NA1_4545131330', 'NA1_4544898372', 'NA1_4544823525', 'NA1_4544793518', 'NA1_4544769051', 'NA1_4544743908', 'NA1_4544713678', 'NA1_4544050437', 'NA1_4544021069', 'NA1_4543978537']"
1754,"['NA1_4546529631', 'NA1_4546499456', 'NA1_4546483241', 'NA1_4546472649', 'NA1_4546451638', 'NA1_4546445022', 'NA1_4546429776', 'NA1_4546413263', 'NA1_4546355380', 'NA1_4546347111', 'NA1_4546304702', 'NA1_4546299931', 'NA1_4545541827', 'NA1_4545486721', 'NA1_4545470937', 'NA1_4545458113', 'NA1_4545445126', 'NA1_4545424551', 'NA1_4545420780', 'NA1_4545409074']"
1755,"['NA1_4546641402', 'NA1_4546611779', 'NA1_4546585000', 'NA1_4546499391', 'NA1_4546206884', 'NA1_4546084731', 'NA1_4546052877', 'NA1_4545932554', 'NA1_4545878647', 'NA1_4545824551', 'NA1_4545792250', 'NA1_4545760286', 'NA1_4545724579', 'NA1_4545627642', 'NA1_4545596944', 'NA1_4542219659', 'NA1_4542184085', 'NA1_4542167386', 'NA1_4542141822', 'NA1_4541170156']"
1756,"['NA1_4546682979', 'NA1_4546656767', 'NA1_4545967460', 'NA1_4545942431', 'NA1_4545887313', 'NA1_4545834358', 'NA1_4545806846', 'NA1_4545734062', 'NA1_4545700079', 'NA1_4545677251', 'NA1_4544848248', 'NA1_4544823525', 'NA1_4544788373', 'NA1_4544752182', 'NA1_4544088241', 'NA1_4544048964', 'NA1_4544004433', 'NA1_4543530675', 'NA1_4543507172', 'NA1_4541335824']"
1757,"['NA1_4546633578', 'NA1_4546619288', 'NA1_4546590596', 'NA1_4546440839', 'NA1_4546416694', 'NA1_4546418818', 'NA1_4546406555', 'NA1_4546383669', 'NA1_4546369571', 'NA1_4546373822', 'NA1_4546341618', 'NA1_4546329725', 'NA1_4546319603', 'NA1_4546294717', 'NA1_4546270369', 'NA1_4546249443', 'NA1_4546132433', 'NA1_4546091134', 'NA1_4546026568', 'NA1_4545983629']"
1758,"['NA1_4546703474', 'NA1_4546670397', 'NA1_4546641329', 'NA1_4546564928', 'NA1_4546545362', 'NA1_4546496594', 'NA1_4546488648', 'NA1_4546188223', 'NA1_4546142700', 'NA1_4546120654', 'NA1_4546114861', 'NA1_4545869108', 'NA1_4545831661', 'NA1_4545795065', 'NA1_4545773889', 'NA1_4545718641', 'NA1_4544812966', 'NA1_4544326011', 'NA1_4543771845', 'NA1_4543756636']"
1759,"['NA1_4546596444', 'NA1_4546573192', 'NA1_4546549811', 'NA1_4546525116', 'NA1_4546498278', 'NA1_4546484079', 'NA1_4544897667', 'NA1_4544846422', 'NA1_4544803255', 'NA1_4544562020', 'NA1_4544553861', 'NA1_4544151512', 'NA1_4544121909', 'NA1_4543257088', 'NA1_4543226333', 'NA1_4543105096', 'NA1_4543077155', 'NA1_4543069268', 'NA1_4543037538', 'NA1_4540235321']"
1760,"['NA1_4546718909', 'NA1_4546590687', 'NA1_4546574672', 'NA1_4546176622', 'NA1_4546138396', 'NA1_4545634827', 'NA1_4545487041', 'NA1_4545237724', 'NA1_4545225737', 'NA1_4545184190', 'NA1_4545109641', 'NA1_4544763727', 'NA1_4544753855', 'NA1_4544625731', 'NA1_4544277822', 'NA1_4544226744', 'NA1_4543809262', 'NA1_4543744412', 'NA1_4543363626', 'NA1_4543331742']"
1761,"['NA1_4546160702', 'NA1_4546134855', 'NA1_4546074111', 'NA1_4546055672', 'NA1_4545460984', 'NA1_4545434724', 'NA1_4545439871', 'NA1_4545434749', 'NA1_4545195850', 'NA1_4545113683', 'NA1_4545078781', 'NA1_4543949381', 'NA1_4543939094', 'NA1_4543418059', 'NA1_4542627617', 'NA1_4542603434', 'NA1_4542575535', 'NA1_4542530977', 'NA1_4539955291', 'NA1_4538812946']"
1762,"['NA1_4546061985', 'NA1_4546002300', 'NA1_4545957148', 'NA1_4545902981', 'NA1_4545851983', 'NA1_4544858470', 'NA1_4544802974', 'NA1_4544780806', 'NA1_4544605826', 'NA1_4544598810', 'NA1_4544585799', 'NA1_4544558222', 'NA1_4544517037', 'NA1_4540903793', 'NA1_4539062028', 'NA1_4539043502', 'NA1_4539019713', 'NA1_4539031757', 'NA1_4539015200', 'NA1_4539003779']"
1763,"['NA1_4546302500', 'NA1_4546285282', 'NA1_4546268838', 'NA1_4546245539', 'NA1_4546219589', 'NA1_4546171584', 'NA1_4546156282', 'NA1_4546128318', 'NA1_4546104216', 'NA1_4546075219', 'NA1_4546006730', 'NA1_4545975582', 'NA1_4545924243', 'NA1_4545869190', 'NA1_4545774728', 'NA1_4545749840', 'NA1_4545711108', 'NA1_4545684820', 'NA1_4545653609', 'NA1_4545626647']"
1764,"['NA1_4546215092', 'NA1_4546184581', 'NA1_4546156805', 'NA1_4546110021', 'NA1_4546056446', 'NA1_4546005018', 'NA1_4545952488', 'NA1_4545909979', 'NA1_4545862309', 'NA1_4545813590', 'NA1_4540659521', 'NA1_4540652781', 'NA1_4540618628', 'NA1_4540595003', 'NA1_4540564134', 'NA1_4540527376', 'NA1_4540499973', 'NA1_4540468388', 'NA1_4540456842', 'NA1_4540429387']"
1765,"['NA1_4546559211', 'NA1_4546529701', 'NA1_4546510299', 'NA1_4546492640', 'NA1_4546082102', 'NA1_4546018679', 'NA1_4546015144', 'NA1_4545954234', 'NA1_4545910496', 'NA1_4545770778', 'NA1_4545732314', 'NA1_4545548874', 'NA1_4545510641', 'NA1_4545484661', 'NA1_4545473133', 'NA1_4545463990', 'NA1_4545438814', 'NA1_4545242537', 'NA1_4543541000', 'NA1_4543507623']"
1766,"['NA1_4546717202', 'NA1_4546571521', 'NA1_4546529368', 'NA1_4546507325', 'NA1_4546483676', 'NA1_4545632123', 'NA1_4545597529', 'NA1_4545586835', 'NA1_4545454640', 'NA1_4544566312', 'NA1_4544547285', 'NA1_4541258805', 'NA1_4541219620', 'NA1_4541075809', 'NA1_4541062747', 'NA1_4540080655', 'NA1_4540077742', 'NA1_4532035332', 'NA1_4532022881', 'NA1_4530080974']"
1767,"['NA1_4546595928', 'NA1_4546582347', 'NA1_4546543190', 'NA1_4546525295', 'NA1_4546523855', 'NA1_4545867131', 'NA1_4545820032', 'NA1_4545738539', 'NA1_4545608885', 'NA1_4545590927', 'NA1_4545584755', 'NA1_4545497760', 'NA1_4545477560', 'NA1_4545465614', 'NA1_4544951662', 'NA1_4544569914', 'NA1_4544550118', 'NA1_4543924155', 'NA1_4543626710', 'NA1_4543174533']"
1768,"['NA1_4546596383', 'NA1_4546566643', 'NA1_4546545512', 'NA1_4546521679', 'NA1_4546512382', 'NA1_4546513883', 'NA1_4546492857', 'NA1_4546469670', 'NA1_4546463333', 'NA1_4546458879', 'NA1_4546433665', 'NA1_4546426916', 'NA1_4546410923', 'NA1_4546279829', 'NA1_4546248887', 'NA1_4546222519', 'NA1_4546207603', 'NA1_4546197753', 'NA1_4546169967', 'NA1_4545642452']"
1769,"['NA1_4546389645', 'NA1_4546037905', 'NA1_4545988913', 'NA1_4545719660', 'NA1_4545616754', 'NA1_4545585390', 'NA1_4545381659', 'NA1_4545082394', 'NA1_4544761243', 'NA1_4544732133', 'NA1_4544712241', 'NA1_4544685530', 'NA1_4544663814', 'NA1_4544285612', 'NA1_4544257738', 'NA1_4544027311', 'NA1_4543988853', 'NA1_4543952664', 'NA1_4543012382', 'NA1_4542977836']"
1770,"['NA1_4546723889', 'NA1_4546699463', 'NA1_4546688796', 'NA1_4546669306', 'NA1_4546639593', 'NA1_4546625790', 'NA1_4545932577', 'NA1_4545883433', 'NA1_4545793641', 'NA1_4545742914', 'NA1_4545710215', 'NA1_4545692912', 'NA1_4545654345', 'NA1_4545636834', 'NA1_4544919706', 'NA1_4544857886', 'NA1_4544853180', 'NA1_4544811789', 'NA1_4544750295', 'NA1_4544735784']"
1771,"['NA1_4546702504', 'NA1_4545989479', 'NA1_4545948525', 'NA1_4545590349', 'NA1_4545543937', 'NA1_4545520434', 'NA1_4545456929', 'NA1_4545445185', 'NA1_4545055020', 'NA1_4545004475', 'NA1_4544977795', 'NA1_4543285984', 'NA1_4543256427', 'NA1_4542189000', 'NA1_4542158652', 'NA1_4541158180', 'NA1_4541139491', 'NA1_4540375647', 'NA1_4540127060', 'NA1_4535882686']"
1772,"['NA1_4546506960', 'NA1_4546500400', 'NA1_4546489150', 'NA1_4546370575', 'NA1_4546368958', 'NA1_4545414357', 'NA1_4545412291', 'NA1_4545396633', 'NA1_4545284490', 'NA1_4545267898', 'NA1_4544525134', 'NA1_4544469724', 'NA1_4544468879', 'NA1_4544445505', 'NA1_4544429499', 'NA1_4539356777', 'NA1_4535490543', 'NA1_4535461095', 'NA1_4534469687', 'NA1_4531708931']"
1773,"['NA1_4546718049', 'NA1_4546681477', 'NA1_4546653073', 'NA1_4546599394', 'NA1_4546025007', 'NA1_4545986299', 'NA1_4545926163', 'NA1_4545915382', 'NA1_4545570142', 'NA1_4544960133', 'NA1_4544915393', 'NA1_4544872939', 'NA1_4544797709', 'NA1_4544782050', 'NA1_4544753366', 'NA1_4544723655', 'NA1_4544622642', 'NA1_4544590226', 'NA1_4544007114', 'NA1_4543922198']"
