,0
157,"['NA1_4546684789', 'NA1_4546644981', 'NA1_4546601442', 'NA1_4546585347', 'NA1_4546528806', 'NA1_4545745144', 'NA1_4545716772', 'NA1_4545674780', 'NA1_4545637917', 'NA1_4545585959', 'NA1_4545566154', 'NA1_4545531488', 'NA1_4545497456', 'NA1_4545478957', 'NA1_4545244356', 'NA1_4545220139', 'NA1_4545187528', 'NA1_4545140505', 'NA1_4545026317', 'NA1_4544987003']"
158,"['NA1_4546414152', 'NA1_4546394356', 'NA1_4546386905', 'NA1_4546374027', 'NA1_4546354153', 'NA1_4546343981', 'NA1_4546315591', 'NA1_4546278455', 'NA1_4546255738', 'NA1_4546218387', 'NA1_4546141200', 'NA1_4546098122', 'NA1_4546077475', 'NA1_4546043376', 'NA1_4545918319', 'NA1_4545872252', 'NA1_4545836978', 'NA1_4545791981', 'NA1_4545263210', 'NA1_4545235506']"
159,"['NA1_4546160688', 'NA1_4546130468', 'NA1_4546090753', 'NA1_4546021603', 'NA1_4545989083', 'NA1_4545848368', 'NA1_4545818616', 'NA1_4545777503', 'NA1_4545757868', 'NA1_4545748144', 'NA1_4545712633', 'NA1_4545598350', 'NA1_4545581576', 'NA1_4545557273', 'NA1_4545547717', 'NA1_4545530136', 'NA1_4545502670', 'NA1_4545500383', 'NA1_4545215287', 'NA1_4545190785']"
160,"['NA1_4546646076', 'NA1_4546618226', 'NA1_4546579449', 'NA1_4546572845', 'NA1_4546547253', 'NA1_4546526074', 'NA1_4546498961', 'NA1_4546477242', 'NA1_4546458585', 'NA1_4546436484', 'NA1_4546373272', 'NA1_4546358488', 'NA1_4546275094', 'NA1_4546230615', 'NA1_4546193409', 'NA1_4545475241', 'NA1_4545468837', 'NA1_4545449864', 'NA1_4545431042', 'NA1_4545382003']"
161,"['NA1_4545990241', 'NA1_4545983053', 'NA1_4545923268', 'NA1_4545792278', 'NA1_4545774821', 'NA1_4545686629', 'NA1_4545664781', 'NA1_4545632177', 'NA1_4545623994', 'NA1_4545603211', 'NA1_4545431048', 'NA1_4545416326', 'NA1_4545400725', 'NA1_4545398424', 'NA1_4545367856', 'NA1_4545344531', 'NA1_4545342977', 'NA1_4545321272', 'NA1_4545308086', 'NA1_4545296838']"
162,"['NA1_4546710228', 'NA1_4546661156', 'NA1_4546605419', 'NA1_4546576273', 'NA1_4546355017', 'NA1_4546336734', 'NA1_4546328572', 'NA1_4546330827', 'NA1_4546310475', 'NA1_4546300399', 'NA1_4546291397', 'NA1_4546266745', 'NA1_4546231052', 'NA1_4546210735', 'NA1_4546162321', 'NA1_4546126596', 'NA1_4546075577', 'NA1_4546022822', 'NA1_4545974240', 'NA1_4545927342']"
163,"['NA1_4546657636', 'NA1_4546632964', 'NA1_4546540624', 'NA1_4545922964', 'NA1_4545820470', 'NA1_4545751242', 'NA1_4545672183', 'NA1_4545636497', 'NA1_4545608866', 'NA1_4545590751', 'NA1_4545566146', 'NA1_4545464069', 'NA1_4545255778', 'NA1_4545204861', 'NA1_4545128254', 'NA1_4545057611', 'NA1_4545033787', 'NA1_4544973279', 'NA1_4544914951', 'NA1_4544881953']"
164,"['NA1_4546655271', 'NA1_4546641004', 'NA1_4546607672', 'NA1_4546578321', 'NA1_4546534808', 'NA1_4546503287', 'NA1_4546483546', 'NA1_4545861839', 'NA1_4545821129', 'NA1_4545746329', 'NA1_4545698419', 'NA1_4545661245', 'NA1_4545626417', 'NA1_4545556993', 'NA1_4545538650', 'NA1_4545169040', 'NA1_4545054938', 'NA1_4545010263', 'NA1_4545006885', 'NA1_4544973183']"
165,"['NA1_4546675322', 'NA1_4546619840', 'NA1_4546583457', 'NA1_4546543390', 'NA1_4546510566', 'NA1_4546475749', 'NA1_4546456742', 'NA1_4546438920', 'NA1_4545753746', 'NA1_4545685334', 'NA1_4545671867', 'NA1_4545643867', 'NA1_4545621993', 'NA1_4545588336', 'NA1_4545590810', 'NA1_4545550942', 'NA1_4545524678', 'NA1_4544924947', 'NA1_4544827638', 'NA1_4544807141']"
166,"['NA1_4546659308', 'NA1_4546385324', 'NA1_4546338586', 'NA1_4546324740', 'NA1_4546265488', 'NA1_4545817168', 'NA1_4545372015', 'NA1_4545353549', 'NA1_4545336979', 'NA1_4545285260', 'NA1_4545245855', 'NA1_4544932227', 'NA1_4544866969', 'NA1_4544839123', 'NA1_4544785533', 'NA1_4544690019', 'NA1_4544647612', 'NA1_4544629603', 'NA1_4543103991', 'NA1_4543092925']"
167,"['NA1_4546694870', 'NA1_4546659968', 'NA1_4546238191', 'NA1_4546206424', 'NA1_4546156598', 'NA1_4545886988', 'NA1_4545830572', 'NA1_4545799968', 'NA1_4545743885', 'NA1_4545712019', 'NA1_4545678782', 'NA1_4545643283', 'NA1_4545577683', 'NA1_4545561382', 'NA1_4545507719', 'NA1_4544970921', 'NA1_4544920580', 'NA1_4544891449', 'NA1_4544792802', 'NA1_4544761946']"
168,"['NA1_4546698812', 'NA1_4546687099', 'NA1_4546661047', 'NA1_4545936354', 'NA1_4545897376', 'NA1_4545852444', 'NA1_4545810019', 'NA1_4545754330', 'NA1_4545547078', 'NA1_4545524123', 'NA1_4545372623', 'NA1_4545373999', 'NA1_4545349710', 'NA1_4545334684', 'NA1_4545318315', 'NA1_4545260419', 'NA1_4545014775', 'NA1_4544955059', 'NA1_4544822579', 'NA1_4544772506']"
169,"['NA1_4545844042', 'NA1_4545803319', 'NA1_4545753873', 'NA1_4545747874', 'NA1_4545535804', 'NA1_4545257150', 'NA1_4545228868', 'NA1_4545189567', 'NA1_4545142802', 'NA1_4545098239', 'NA1_4545055107', 'NA1_4545005053', 'NA1_4544927723', 'NA1_4544895329', 'NA1_4544877710', 'NA1_4544778718', 'NA1_4544768026', 'NA1_4544730828', 'NA1_4544707868', 'NA1_4544677085']"
170,"['NA1_4546701115', 'NA1_4546429802', 'NA1_4546406132', 'NA1_4546381597', 'NA1_4546388782', 'NA1_4546365249', 'NA1_4545804591', 'NA1_4545765002', 'NA1_4545716529', 'NA1_4545597225', 'NA1_4545583971', 'NA1_4545371944', 'NA1_4545368334', 'NA1_4545357970', 'NA1_4545344996', 'NA1_4545327243', 'NA1_4545294456', 'NA1_4545198450', 'NA1_4545176607', 'NA1_4545139615']"
171,"['NA1_4546470169', 'NA1_4546456221', 'NA1_4546210523', 'NA1_4546168741', 'NA1_4546135794', 'NA1_4546083807', 'NA1_4545668097', 'NA1_4545644716', 'NA1_4545626724', 'NA1_4545606596', 'NA1_4545457421', 'NA1_4544747204', 'NA1_4544717686', 'NA1_4544689575', 'NA1_4544628849', 'NA1_4539204780', 'NA1_4533278053', 'NA1_4516185354', 'NA1_4516146348', 'NA1_4516106393']"
172,"['NA1_4546690566', 'NA1_4546569265', 'NA1_4546537301', 'NA1_4546524148', 'NA1_4546492587', 'NA1_4546449683', 'NA1_4545892904', 'NA1_4545819474', 'NA1_4545790138', 'NA1_4545741345', 'NA1_4545711294', 'NA1_4545621230', 'NA1_4545609089', 'NA1_4545493614', 'NA1_4545490791', 'NA1_4545470014', 'NA1_4544996728', 'NA1_4544978955', 'NA1_4544835956', 'NA1_4544767242']"
173,"['NA1_4546543561', 'NA1_4546487155', 'NA1_4546468538', 'NA1_4546469917', 'NA1_4546457098', 'NA1_4546438539', 'NA1_4546437822', 'NA1_4545895066', 'NA1_4545840287', 'NA1_4545810404', 'NA1_4545522258', 'NA1_4545499080', 'NA1_4545476535', 'NA1_4545465269', 'NA1_4545448389', 'NA1_4544792228', 'NA1_4544766094', 'NA1_4544734129', 'NA1_4282178182', 'NA1_4281357081']"
174,"['NA1_4546713286', 'NA1_4546374210', 'NA1_4546353627', 'NA1_4546344799', 'NA1_4546319208', 'NA1_4546283859', 'NA1_4546237470', 'NA1_4546192643', 'NA1_4545841073', 'NA1_4545801943', 'NA1_4545758625', 'NA1_4545674786', 'NA1_4545630350', 'NA1_4545385117', 'NA1_4545366567', 'NA1_4545354344', 'NA1_4545336203', 'NA1_4545315181', 'NA1_4545267575', 'NA1_4545244766']"
175,"['NA1_4546444781', 'NA1_4546420707', 'NA1_4546419877', 'NA1_4546391691', 'NA1_4546382394', 'NA1_4546373159', 'NA1_4546356171', 'NA1_4545475737', 'NA1_4545463769', 'NA1_4545428557', 'NA1_4545424830', 'NA1_4545413242', 'NA1_4545401964', 'NA1_4545389140', 'NA1_4545374608', 'NA1_4544529674', 'NA1_4284084219', 'NA1_4283562727', 'NA1_4283485224', 'NA1_4283426769']"
176,"['NA1_4546444781', 'NA1_4546420707', 'NA1_4546419877', 'NA1_4546391691', 'NA1_4546382394', 'NA1_4546373159', 'NA1_4546356171', 'NA1_4545475737', 'NA1_4545463769', 'NA1_4545428557', 'NA1_4545424830', 'NA1_4545413242', 'NA1_4545401964', 'NA1_4545389140', 'NA1_4545374608', 'NA1_4544521294', 'NA1_4417363391', 'NA1_4417359948', 'NA1_4359149554', 'NA1_4359148480']"
177,"['NA1_4545702041', 'NA1_4545481260', 'NA1_4545464240', 'NA1_4545444227', 'NA1_4545432949', 'NA1_4545397174', 'NA1_4545380378', 'NA1_4545360513', 'NA1_4545355077', 'NA1_4545340190', 'NA1_4545189800', 'NA1_4545183866', 'NA1_4545080209', 'NA1_4545023544', 'NA1_4544685073', 'NA1_4544654072', 'NA1_4544631903', 'NA1_4544433386', 'NA1_4544324220', 'NA1_4542993936']"
178,"['NA1_4546368133', 'NA1_4546359610', 'NA1_4546363735', 'NA1_4546349094', 'NA1_4546344794', 'NA1_4546331304', 'NA1_4546299357', 'NA1_4546289761', 'NA1_4546247905', 'NA1_4546195492', 'NA1_4546159176', 'NA1_4546116530', 'NA1_4546076882', 'NA1_4546026935', 'NA1_4545373808', 'NA1_4545361154', 'NA1_4545348605', 'NA1_4545349078', 'NA1_4545336633', 'NA1_4545331091']"
179,"['NA1_4546707353', 'NA1_4546688961', 'NA1_4546654654', 'NA1_4546613443', 'NA1_4546587177', 'NA1_4546295457', 'NA1_4546254351', 'NA1_4546227769', 'NA1_4546195897', 'NA1_4546115760', 'NA1_4546065113', 'NA1_4546029061', 'NA1_4545987937', 'NA1_4545932463', 'NA1_4545822407', 'NA1_4545303435', 'NA1_4545283559', 'NA1_4545267805', 'NA1_4545218241', 'NA1_4545176404']"
180,"['NA1_4545544835', 'NA1_4545517212', 'NA1_4545206143', 'NA1_4545175283', 'NA1_4545143966', 'NA1_4545099275', 'NA1_4545051476', 'NA1_4545019204', 'NA1_4544979230', 'NA1_4544934336', 'NA1_4544861919', 'NA1_4544809465', 'NA1_4544774329', 'NA1_4526328419', 'NA1_4525419694', 'NA1_4524900943', 'NA1_4524874352', 'NA1_4524861892', 'NA1_4524839722', 'NA1_4523766529']"
181,"['NA1_4546699880', 'NA1_4546662927', 'NA1_4546628407', 'NA1_4546602590', 'NA1_4546577716', 'NA1_4546555109', 'NA1_4546538095', 'NA1_4546516054', 'NA1_4546497811', 'NA1_4546484063', 'NA1_4546473052', 'NA1_4546455022', 'NA1_4546436872', 'NA1_4546161565', 'NA1_4546063462', 'NA1_4546043195', 'NA1_4545998669', 'NA1_4545949845', 'NA1_4545867087', 'NA1_4545820940']"
182,"['NA1_4546523624', 'NA1_4546514938', 'NA1_4546480223', 'NA1_4545950657', 'NA1_4545581685', 'NA1_4545585813', 'NA1_4545557557', 'NA1_4545540876', 'NA1_4545518970', 'NA1_4545503891', 'NA1_4545481562', 'NA1_4545472120', 'NA1_4545462043', 'NA1_4545084677', 'NA1_4545055355', 'NA1_4544983399', 'NA1_4544948386', 'NA1_4544912736', 'NA1_4544873764', 'NA1_4544621119']"
183,"['NA1_4546551696', 'NA1_4546536167', 'NA1_4546517784', 'NA1_4546492505', 'NA1_4546442559', 'NA1_4546438840', 'NA1_4546404695', 'NA1_4546391706', 'NA1_4546388028', 'NA1_4546370919', 'NA1_4546350489', 'NA1_4546332562', 'NA1_4546314053', 'NA1_4546281320', 'NA1_4546238551', 'NA1_4546198800', 'NA1_4545763359', 'NA1_4545711785', 'NA1_4545653046', 'NA1_4545627742']"
184,"['NA1_4546683075', 'NA1_4546662208', 'NA1_4546641763', 'NA1_4546607188', 'NA1_4546593936', 'NA1_4546553391', 'NA1_4546540912', 'NA1_4546509083', 'NA1_4546490434', 'NA1_4546091034', 'NA1_4546025793', 'NA1_4545961723', 'NA1_4545912163', 'NA1_4545859536', 'NA1_4545794428', 'NA1_4545753483', 'NA1_4545721635', 'NA1_4545699105', 'NA1_4545666394', 'NA1_4545497361']"
185,"['NA1_4546638524', 'NA1_4546624741', 'NA1_4546584535', 'NA1_4546558465', 'NA1_4546527310', 'NA1_4546510206', 'NA1_4546498930', 'NA1_4546465297', 'NA1_4546456046', 'NA1_4546436962', 'NA1_4545705293', 'NA1_4545669636', 'NA1_4545634572', 'NA1_4545610152', 'NA1_4545577667', 'NA1_4545561243', 'NA1_4545557012', 'NA1_4545535791', 'NA1_4545505454', 'NA1_4545482533']"
186,"['NA1_4546696348', 'NA1_4546685893', 'NA1_4546567676', 'NA1_4546080488', 'NA1_4546061026', 'NA1_4546019080', 'NA1_4545972343', 'NA1_4545868250', 'NA1_4545829513', 'NA1_4545756880', 'NA1_4545096588', 'NA1_4545050730', 'NA1_4545019843', 'NA1_4544967716', 'NA1_4544927559', 'NA1_4544871515', 'NA1_4544787583', 'NA1_4544735397', 'NA1_4544704394', 'NA1_4544685393']"
187,"['NA1_4546569118', 'NA1_4546548346', 'NA1_4546536820', 'NA1_4546485653', 'NA1_4546477250', 'NA1_4546162932', 'NA1_4546128795', 'NA1_4546100041', 'NA1_4546027649', 'NA1_4545968180', 'NA1_4545892904', 'NA1_4545755350', 'NA1_4545714956', 'NA1_4545668716', 'NA1_4545632470', 'NA1_4545620635', 'NA1_4544685041', 'NA1_4544300915', 'NA1_4544270811', 'NA1_4544222927']"
188,"['NA1_4546254971', 'NA1_4546178307', 'NA1_4545818209', 'NA1_4545787537', 'NA1_4545744936', 'NA1_4545713212', 'NA1_4545402922', 'NA1_4545391073', 'NA1_4545380471', 'NA1_4545293963', 'NA1_4545280132', 'NA1_4545271069', 'NA1_4545246944', 'NA1_4545231430', 'NA1_4545195617', 'NA1_4545027402', 'NA1_4545002894', 'NA1_4544952784', 'NA1_4544905928', 'NA1_4544489214']"
189,"['NA1_4546574530', 'NA1_4546551959', 'NA1_4546522502', 'NA1_4546190086', 'NA1_4546148791', 'NA1_4546080166', 'NA1_4545770383', 'NA1_4545764218', 'NA1_4545652955', 'NA1_4545618662', 'NA1_4545610805', 'NA1_4545147807', 'NA1_4545070488', 'NA1_4545025341', 'NA1_4544989394', 'NA1_4544948277', 'NA1_4544893621', 'NA1_4544812104', 'NA1_4544785832', 'NA1_4544746375']"
190,"['NA1_4546671731', 'NA1_4546636612', 'NA1_4546618834', 'NA1_4546572616', 'NA1_4546544499', 'NA1_4546517540', 'NA1_4546501967', 'NA1_4546471740', 'NA1_4546445588', 'NA1_4546433405', 'NA1_4546420933', 'NA1_4546290603', 'NA1_4545647572', 'NA1_4545624939', 'NA1_4545554026', 'NA1_4545533273', 'NA1_4545464775', 'NA1_4545444094', 'NA1_4545414073', 'NA1_4544618569']"
191,"['NA1_4546196745', 'NA1_4546157086', 'NA1_4546132756', 'NA1_4546075888', 'NA1_4546013531', 'NA1_4545507811', 'NA1_4545480621', 'NA1_4545465448', 'NA1_4545439430', 'NA1_4545419646', 'NA1_4545415970', 'NA1_4544831611', 'NA1_4544794166', 'NA1_4544758966', 'NA1_4544731635', 'NA1_4544700401', 'NA1_4544687128', 'NA1_4544670402', 'NA1_4544648333', 'NA1_4544511910']"
192,"['NA1_4546362430', 'NA1_4546358792', 'NA1_4546337086', 'NA1_4546322912', 'NA1_4546298910', 'NA1_4546271379', 'NA1_4546228363', 'NA1_4546194748', 'NA1_4546128364', 'NA1_4546101920', 'NA1_4546068718', 'NA1_4546033393', 'NA1_4545975446', 'NA1_4545921113', 'NA1_4545886274', 'NA1_4545429049', 'NA1_4545403570', 'NA1_4545396590', 'NA1_4545393907', 'NA1_4545381029']"
193,"['NA1_4546071333', 'NA1_4546010818', 'NA1_4545963025', 'NA1_4545891535', 'NA1_4545824214', 'NA1_4545764060', 'NA1_4545613577', 'NA1_4545285155', 'NA1_4545233309', 'NA1_4545078203', 'NA1_4544953922', 'NA1_4544774798', 'NA1_4544741908', 'NA1_4544692031', 'NA1_4544631280', 'NA1_4527677047', 'NA1_4527614022', 'NA1_4525617057', 'NA1_4522253735', 'NA1_4521761568']"
194,"['NA1_4546654739', 'NA1_4546581918', 'NA1_4546546654', 'NA1_4546522214', 'NA1_4546502973', 'NA1_4546249644', 'NA1_4546220935', 'NA1_4546055123', 'NA1_4545630059', 'NA1_4545454780', 'NA1_4545432279', 'NA1_4545422126', 'NA1_4545377798', 'NA1_4545353582', 'NA1_4545356841', 'NA1_4544776645', 'NA1_4544712677', 'NA1_4544675517', 'NA1_4544648519', 'NA1_4544642248']"
195,"['NA1_4546565057', 'NA1_4545911507', 'NA1_4545859839', 'NA1_4545785331', 'NA1_4545739654', 'NA1_4545711808', 'NA1_4545668207', 'NA1_4545647789', 'NA1_4545568870', 'NA1_4545558829', 'NA1_4545546993', 'NA1_4545505412', 'NA1_4545051358', 'NA1_4545014221', 'NA1_4544957656', 'NA1_4544909334', 'NA1_4544873018', 'NA1_4544827213', 'NA1_4544760943', 'NA1_4544707678']"
196,"['NA1_4546698367', 'NA1_4546678449', 'NA1_4546649327', 'NA1_4546639096', 'NA1_4546619364', 'NA1_4546603225', 'NA1_4546588354', 'NA1_4546566371', 'NA1_4546548917', 'NA1_4546191020', 'NA1_4546160502', 'NA1_4546143154', 'NA1_4546117968', 'NA1_4546083297', 'NA1_4546044750', 'NA1_4546002693', 'NA1_4545982171', 'NA1_4545965010', 'NA1_4545939511', 'NA1_4545909308']"
197,"['NA1_4546592151', 'NA1_4546558465', 'NA1_4546520223', 'NA1_4546144572', 'NA1_4545653110', 'NA1_4545533197', 'NA1_4545504171', 'NA1_4545494073', 'NA1_4545484814', 'NA1_4545459166', 'NA1_4545459793', 'NA1_4545162822', 'NA1_4545122027', 'NA1_4544833747', 'NA1_4544702855', 'NA1_4544662407', 'NA1_4544651964', 'NA1_4544627306', 'NA1_4544591728', 'NA1_4544573550']"
198,"['NA1_4546677193', 'NA1_4546660743', 'NA1_4546537729', 'NA1_4546524148', 'NA1_4546506743', 'NA1_4546076812', 'NA1_4545918626', 'NA1_4545880926', 'NA1_4545699410', 'NA1_4545651710', 'NA1_4545575573', 'NA1_4545533335', 'NA1_4545522983', 'NA1_4545369842', 'NA1_4545342408', 'NA1_4545295647', 'NA1_4535003512', 'NA1_4534984262', 'NA1_4534936177', 'NA1_4528738820']"
199,"['NA1_4546627712', 'NA1_4546607188', 'NA1_4546583984', 'NA1_4546556307', 'NA1_4546545862', 'NA1_4546521978', 'NA1_4545670291', 'NA1_4545649348', 'NA1_4545612563', 'NA1_4545608010', 'NA1_4545587802', 'NA1_4545558188', 'NA1_4544742106', 'NA1_4544729571', 'NA1_4544714087', 'NA1_4544692280', 'NA1_4544678044', 'NA1_4544655222', 'NA1_4544618569', 'NA1_4544609842']"
200,"['NA1_4546255676', 'NA1_4546232656', 'NA1_4546187176', 'NA1_4546138520', 'NA1_4545228337', 'NA1_4545185671', 'NA1_4545185908', 'NA1_4545148987', 'NA1_4545140403', 'NA1_4545109203', 'NA1_4545069684', 'NA1_4545045970', 'NA1_4544424760', 'NA1_4544395717', 'NA1_4544382131', 'NA1_4543555093', 'NA1_4543523710', 'NA1_4543511805', 'NA1_4543459498', 'NA1_4543425032']"
201,"['NA1_4546676421', 'NA1_4546614261', 'NA1_4546578684', 'NA1_4546473112', 'NA1_4546461067', 'NA1_4546440019', 'NA1_4546425968', 'NA1_4546410310', 'NA1_4546402404', 'NA1_4546386604', 'NA1_4546389312', 'NA1_4545494620', 'NA1_4545434224', 'NA1_4545375106', 'NA1_4545359407', 'NA1_4545352049', 'NA1_4545343545', 'NA1_4544861833', 'NA1_4544793757', 'NA1_4544755855']"
202,"['NA1_4546255995', 'NA1_4546223787', 'NA1_4546102983', 'NA1_4546051425', 'NA1_4545995282', 'NA1_4545946870', 'NA1_4545902570', 'NA1_4545848452', 'NA1_4545809872', 'NA1_4545238988', 'NA1_4545203972', 'NA1_4545189066', 'NA1_4545158110', 'NA1_4545122238', 'NA1_4545091330', 'NA1_4545057464', 'NA1_4545027764', 'NA1_4544974897', 'NA1_4544921361', 'NA1_4544252930']"
203,"['NA1_4546391342', 'NA1_4546385958', 'NA1_4546365500', 'NA1_4546351502', 'NA1_4546344749', 'NA1_4546317292', 'NA1_4546306997', 'NA1_4546290371', 'NA1_4546269214', 'NA1_4546255818', 'NA1_4546237851', 'NA1_4545926317', 'NA1_4545891685', 'NA1_4545876125', 'NA1_4545861836', 'NA1_4545834883', 'NA1_4545797564', 'NA1_4545777711', 'NA1_4545755154', 'NA1_4545719458']"
204,"['NA1_4546672331', 'NA1_4546672895', 'NA1_4546640388', 'NA1_4546610576', 'NA1_4546579324', 'NA1_4546557435', 'NA1_4546533630', 'NA1_4546510566', 'NA1_4546471035', 'NA1_4546438920', 'NA1_4546422398', 'NA1_4546421751', 'NA1_4546400729', 'NA1_4545619012', 'NA1_4545594293', 'NA1_4545555099', 'NA1_4545541986', 'NA1_4545520911', 'NA1_4545501887', 'NA1_4544801971']"
205,"['NA1_4546393396', 'NA1_4546383283', 'NA1_4546370213', 'NA1_4546337845', 'NA1_4546323032', 'NA1_4546289372', 'NA1_4546260211', 'NA1_4546216325', 'NA1_4545995792', 'NA1_4545953876', 'NA1_4545893273', 'NA1_4545818492', 'NA1_4545807786', 'NA1_4545769472', 'NA1_4545727831', 'NA1_4545684714', 'NA1_4545384346', 'NA1_4545371027', 'NA1_4545345126', 'NA1_4545338912']"
206,"['NA1_4546601080', 'NA1_4546534444', 'NA1_4546142164', 'NA1_4546078719', 'NA1_4546053890', 'NA1_4545999386', 'NA1_4545942930', 'NA1_4545889178', 'NA1_4545874372', 'NA1_4545593312', 'NA1_4545496708', 'NA1_4545146861', 'NA1_4545095586', 'NA1_4545056441', 'NA1_4545011853', 'NA1_4544599017', 'NA1_4544582781', 'NA1_4544549331', 'NA1_4544304569', 'NA1_4544274997']"
207,"['NA1_4546560436', 'NA1_4546546154', 'NA1_4546497708', 'NA1_4545527709', 'NA1_4545510505', 'NA1_4545446281', 'NA1_4545428777', 'NA1_4545401914', 'NA1_4545394006', 'NA1_4545306396', 'NA1_4545279490', 'NA1_4544722236', 'NA1_4544689441', 'NA1_4544668520', 'NA1_4544650247', 'NA1_4544619518', 'NA1_4542770127', 'NA1_4542766047', 'NA1_4542098757', 'NA1_4542032885']"
208,"['NA1_4546030614', 'NA1_4545986421', 'NA1_4545920191', 'NA1_4545865480', 'NA1_4545861771', 'NA1_4545740578', 'NA1_4545710698', 'NA1_4545689031', 'NA1_4545657334', 'NA1_4545646821', 'NA1_4545197658', 'NA1_4545156515', 'NA1_4545106889', 'NA1_4545045080', 'NA1_4543406159', 'NA1_4543356456', 'NA1_4543310970', 'NA1_4543250264', 'NA1_4543226740', 'NA1_4542144612']"
209,"['NA1_4546556133', 'NA1_4546527212', 'NA1_4546287291', 'NA1_4546260103', 'NA1_4546199006', 'NA1_4546155851', 'NA1_4546111573', 'NA1_4545990202', 'NA1_4545942930', 'NA1_4545885521', 'NA1_4545859762', 'NA1_4545805944', 'NA1_4544932629', 'NA1_4544934015', 'NA1_4544886442', 'NA1_4544864181', 'NA1_4544830285', 'NA1_4544805051', 'NA1_4544795295', 'NA1_4544761690']"
210,"['NA1_4545498358', 'NA1_4545480668', 'NA1_4545473014', 'NA1_4545449693', 'NA1_4544688334', 'NA1_4544671131', 'NA1_4544626626', 'NA1_4544612527', 'NA1_4544595494', 'NA1_4544578590', 'NA1_4544561136', 'NA1_4544552853', 'NA1_4544521023', 'NA1_4542847958', 'NA1_4542825964', 'NA1_4539180779', 'NA1_4539162663', 'NA1_4539141431', 'NA1_4539118854', 'NA1_4539096474']"
211,"['NA1_4546547947', 'NA1_4546522373', 'NA1_4546511880', 'NA1_4546494924', 'NA1_4546480836', 'NA1_4546468810', 'NA1_4546441502', 'NA1_4546443749', 'NA1_4546432808', 'NA1_4546424963', 'NA1_4546416902', 'NA1_4546395238', 'NA1_4546383512', 'NA1_4546382944', 'NA1_4546376177', 'NA1_4546366001', 'NA1_4546358941', 'NA1_4546337282', 'NA1_4545662053', 'NA1_4545630417']"
212,"['NA1_4546675268', 'NA1_4546647792', 'NA1_4546569585', 'NA1_4546555790', 'NA1_4546368313', 'NA1_4546353701', 'NA1_4546339590', 'NA1_4546331526', 'NA1_4546317776', 'NA1_4546287291', 'NA1_4546263089', 'NA1_4546148986', 'NA1_4546108755', 'NA1_4546052620', 'NA1_4546013244', 'NA1_4545955057', 'NA1_4545942163', 'NA1_4545900673', 'NA1_4545836393', 'NA1_4545814899']"
213,"['NA1_4546657616', 'NA1_4546631246', 'NA1_4546604448', 'NA1_4546581660', 'NA1_4546573885', 'NA1_4546544168', 'NA1_4546514327', 'NA1_4546504032', 'NA1_4546477672', 'NA1_4546469888', 'NA1_4546457098', 'NA1_4546439511', 'NA1_4546435412', 'NA1_4546429924', 'NA1_4546414325', 'NA1_4546410913', 'NA1_4546402200', 'NA1_4546320579', 'NA1_4546301130', 'NA1_4546275076']"
214,"['NA1_4546682089', 'NA1_4546647121', 'NA1_4546625114', 'NA1_4546597379', 'NA1_4546567839', 'NA1_4546541862', 'NA1_4545910021', 'NA1_4545848368', 'NA1_4545750318', 'NA1_4545718240', 'NA1_4545664781', 'NA1_4545632996', 'NA1_4545607214', 'NA1_4545590209', 'NA1_4545577939', 'NA1_4545555872', 'NA1_4545485493', 'NA1_4545461580', 'NA1_4545000907', 'NA1_4544929272']"
215,"['NA1_4546686917', 'NA1_4546650192', 'NA1_4546457020', 'NA1_4546424238', 'NA1_4546416119', 'NA1_4546397664', 'NA1_4545667087', 'NA1_4545625436', 'NA1_4545590515', 'NA1_4545577357', 'NA1_4545566758', 'NA1_4545491540', 'NA1_4545481500', 'NA1_4545461271', 'NA1_4545445121', 'NA1_4544651726', 'NA1_4544633127', 'NA1_4544602483', 'NA1_4544524820', 'NA1_4544516125']"
216,"['NA1_4545845762', 'NA1_4545790365', 'NA1_4545739485', 'NA1_4545698597', 'NA1_4544974373', 'NA1_4544941932', 'NA1_4544893400', 'NA1_4544847393', 'NA1_4544789022', 'NA1_4544750581', 'NA1_4544742191', 'NA1_4544701367', 'NA1_4544676170', 'NA1_4544109919', 'NA1_4544041311', 'NA1_4544012607', 'NA1_4543984768', 'NA1_4543212564', 'NA1_4543176088', 'NA1_4543090160']"
217,"['NA1_4546640862', 'NA1_4546489818', 'NA1_4545893861', 'NA1_4545837551', 'NA1_4545812306', 'NA1_4545623366', 'NA1_4545608517', 'NA1_4545581808', 'NA1_4545550608', 'NA1_4545521682', 'NA1_4545040015', 'NA1_4544991744', 'NA1_4544854725', 'NA1_4544814199', 'NA1_4544779455', 'NA1_4544739526', 'NA1_4544703285', 'NA1_4544710810', 'NA1_4544680612', 'NA1_4544648519']"
218,"['NA1_4546626966', 'NA1_4546597537', 'NA1_4546581785', 'NA1_4546541426', 'NA1_4546521469', 'NA1_4546459117', 'NA1_4546079092', 'NA1_4546029309', 'NA1_4545990356', 'NA1_4545738379', 'NA1_4545699591', 'NA1_4545657696', 'NA1_4545578609', 'NA1_4545557188', 'NA1_4545543134', 'NA1_4545255770', 'NA1_4545217621', 'NA1_4545199833', 'NA1_4544957049', 'NA1_4544905601']"
