,0
1180,NA1_4546269166
1181,NA1_4546248411
1182,NA1_4546223770
1183,NA1_4546168698
1184,NA1_4546126646
1185,NA1_4546080181
1186,NA1_4546036479
1187,NA1_4545982092
1188,NA1_4545940430
1189,NA1_4545908749
1190,NA1_4545859440
1191,NA1_4545812703
1192,NA1_4545779459
1193,NA1_4545740579
1194,NA1_4545718594
1195,NA1_4545680420
1196,NA1_4545652400
1197,NA1_4545620251
1198,NA1_4545595370
1199,NA1_4545580742
1200,NA1_4546701373
1201,NA1_4546664700
1202,NA1_4546638141
1203,NA1_4546600707
1204,NA1_4546571615
1205,NA1_4546557781
1206,NA1_4546524563
1207,NA1_4546510243
1208,NA1_4546491408
1209,NA1_4546474570
1210,NA1_4546464857
1211,NA1_4546448353
1212,NA1_4546442787
1213,NA1_4546427770
1214,NA1_4546407497
1215,NA1_4546403942
1216,NA1_4546384297
1217,NA1_4546376130
1218,NA1_4546355065
1219,NA1_4546342808
1220,NA1_4546688961
1221,NA1_4546648443
1222,NA1_4546629012
1223,NA1_4546591732
1224,NA1_4546589629
1225,NA1_4546572388
1226,NA1_4546545517
1227,NA1_4546524440
1228,NA1_4546501425
1229,NA1_4546481452
1230,NA1_4546480812
1231,NA1_4546460567
1232,NA1_4546446328
1233,NA1_4546436952
1234,NA1_4546424124
1235,NA1_4546415068
1236,NA1_4546397685
1237,NA1_4546390623
1238,NA1_4546384208
1239,NA1_4546368313
1240,NA1_4546678387
1241,NA1_4546655469
1242,NA1_4546623473
1243,NA1_4546021260
1244,NA1_4545952492
1245,NA1_4545914681
1246,NA1_4545886274
1247,NA1_4545870605
